FechaID,Fecha,Anio,Mes,NombreMes,Trimestre,Dia,DiaSemana,Semana
56,2025-02-25,2025,2,Febrero,1,25,Martes,9
57,2025-02-26,2025,2,Febrero,1,26,Miércoles,9
58,2025-02-27,2025,2,Febrero,1,27,Jueves,9
59,2025-02-28,2025,2,Febrero,1,28,Viernes,9
60,2025-03-01,2025,3,Marzo,1,1,Sábado,9
61,2025-03-02,2025,3,Marzo,1,2,Domingo,9
62,2025-03-03,2025,3,Marzo,1,3,Lunes,10
63,2025-03-04,2025,3,Marzo,1,4,Martes,10
64,2025-03-05,2025,3,Marzo,1,5,Miércoles,10
65,2025-03-06,2025,3,Marzo,1,6,Jueves,10
66,2025-03-07,2025,3,Marzo,1,7,Viernes,10
67,2025-03-08,2025,3,Marzo,1,8,Sábado,10
68,2025-03-09,2025,3,Marzo,1,9,Domingo,10
69,2025-03-10,2025,3,Marzo,1,10,Lunes,11
70,2025-03-11,2025,3,Marzo,1,11,Martes,11
71,2025-03-12,2025,3,Marzo,1,12,Miércoles,11
72,2025-03-13,2025,3,Marzo,1,13,Jueves,11
73,2025-03-14,2025,3,Marzo,1,14,Viernes,11
74,2025-03-15,2025,3,Marzo,1,15,Sábado,11
75,2025-03-16,2025,3,Marzo,1,16,Domingo,11
76,2025-03-17,2025,3,Marzo,1,17,Lunes,12
77,2025-03-18,2025,3,Marzo,1,18,Martes,12
78,2025-03-19,2025,3,Marzo,1,19,Miércoles,12
79,2025-03-20,2025,3,Marzo,1,20,Jueves,12
80,2025-03-21,2025,3,Marzo,1,21,Viernes,12
81,2025-03-22,2025,3,Marzo,1,22,Sábado,12
82,2025-03-23,2025,3,Marzo,1,23,Domingo,12
83,2025-03-24,2025,3,Marzo,1,24,Lunes,13
84,2025-03-25,2025,3,Marzo,1,25,Martes,13
85,2025-03-26,2025,3,Marzo,1,26,Miércoles,13
86,2025-03-27,2025,3,Marzo,1,27,Jueves,13
87,2025-03-28,2025,3,Marzo,1,28,Viernes,13
88,2025-03-29,2025,3,Marzo,1,29,Sábado,13
89,2025-03-30,2025,3,Marzo,1,30,Domingo,13
90,2025-03-31,2025,3,Marzo,1,31,Lunes,14
91,2025-04-01,2025,4,Abril,2,1,Martes,14
92,2025-04-02,2025,4,Abril,2,2,Miércoles,14
93,2025-04-03,2025,4,Abril,2,3,Jueves,14
94,2025-04-04,2025,4,Abril,2,4,Viernes,14
95,2025-04-05,2025,4,Abril,2,5,Sábado,14
96,2025-04-06,2025,4,Abril,2,6,Domingo,14
97,2025-04-07,2025,4,Abril,2,7,Lunes,15
98,2025-04-08,2025,4,Abril,2,8,Martes,15
99,2025-04-09,2025,4,Abril,2,9,Miércoles,15
100,2025-04-10,2025,4,Abril,2,10,Jueves,15
101,2025-04-11,2025,4,Abril,2,11,Viernes,15
102,2025-04-12,2025,4,Abril,2,12,Sábado,15
103,2025-04-13,2025,4,Abril,2,13,Domingo,15
104,2025-04-14,2025,4,Abril,2,14,Lunes,16
105,2025-04-15,2025,4,Abril,2,15,Martes,16
106,2025-04-16,2025,4,Abril,2,16,Miércoles,16
107,2025-04-17,2025,4,Abril,2,17,Jueves,16
108,2025-04-18,2025,4,Abril,2,18,Viernes,16
109,2025-04-19,2025,4,Abril,2,19,Sábado,16
110,2025-04-20,2025,4,Abril,2,20,Domingo,16
111,2025-04-21,2025,4,Abril,2,21,Lunes,17
112,2025-04-22,2025,4,Abril,2,22,Martes,17
113,2025-04-23,2025,4,Abril,2,23,Miércoles,17
114,2025-04-24,2025,4,Abril,2,24,Jueves,17
115,2025-04-25,2025,4,Abril,2,25,Viernes,17
116,2025-04-26,2025,4,Abril,2,26,Sábado,17
117,2025-04-27,2025,4,Abril,2,27,Domingo,17
118,2025-04-28,2025,4,Abril,2,28,Lunes,18
119,2025-04-29,2025,4,Abril,2,29,Martes,18
120,2025-04-30,2025,4,Abril,2,30,Miércoles,18
121,2025-05-01,2025,5,Mayo,2,1,Jueves,18
122,2025-05-02,2025,5,Mayo,2,2,Viernes,18
123,2025-05-03,2025,5,Mayo,2,3,Sábado,18
124,2025-05-04,2025,5,Mayo,2,4,Domingo,18
125,2025-05-05,2025,5,Mayo,2,5,Lunes,19
126,2025-05-06,2025,5,Mayo,2,6,Martes,19
127,2025-05-07,2025,5,Mayo,2,7,Miércoles,19
128,2025-05-08,2025,5,Mayo,2,8,Jueves,19
129,2025-05-09,2025,5,Mayo,2,9,Viernes,19
130,2025-05-10,2025,5,Mayo,2,10,Sábado,19
131,2025-05-11,2025,5,Mayo,2,11,Domingo,19
132,2025-05-12,2025,5,Mayo,2,12,Lunes,20
133,2025-05-13,2025,5,Mayo,2,13,Martes,20
134,2025-05-14,2025,5,Mayo,2,14,Miércoles,20
135,2025-05-15,2025,5,Mayo,2,15,Jueves,20
136,2025-05-16,2025,5,Mayo,2,16,Viernes,20
137,2025-05-17,2025,5,Mayo,2,17,Sábado,20
138,2025-05-18,2025,5,Mayo,2,18,Domingo,20
139,2025-05-19,2025,5,Mayo,2,19,Lunes,21
140,2025-05-20,2025,5,Mayo,2,20,Martes,21
141,2025-05-21,2025,5,Mayo,2,21,Miércoles,21
142,2025-05-22,2025,5,Mayo,2,22,Jueves,21
143,2025-05-23,2025,5,Mayo,2,23,Viernes,21
144,2025-05-24,2025,5,Mayo,2,24,Sábado,21
145,2025-05-25,2025,5,Mayo,2,25,Domingo,21
146,2025-05-26,2025,5,Mayo,2,26,Lunes,22
147,2025-05-27,2025,5,Mayo,2,27,Martes,22
148,2025-05-28,2025,5,Mayo,2,28,Miércoles,22
149,2025-05-29,2025,5,Mayo,2,29,Jueves,22
150,2025-05-30,2025,5,Mayo,2,30,Viernes,22
151,2025-05-31,2025,5,Mayo,2,31,Sábado,22
152,2025-06-01,2025,6,Junio,2,1,Domingo,22
153,2025-06-02,2025,6,Junio,2,2,Lunes,23
154,2025-06-03,2025,6,Junio,2,3,Martes,23
155,2025-06-04,2025,6,Junio,2,4,Miércoles,23
156,2025-06-05,2025,6,Junio,2,5,Jueves,23
157,2025-06-06,2025,6,Junio,2,6,Viernes,23
158,2025-06-07,2025,6,Junio,2,7,Sábado,23
159,2025-06-08,2025,6,Junio,2,8,Domingo,23
160,2025-06-09,2025,6,Junio,2,9,Lunes,24
161,2025-06-10,2025,6,Junio,2,10,Martes,24
162,2025-06-11,2025,6,Junio,2,11,Miércoles,24
163,2025-06-12,2025,6,Junio,2,12,Jueves,24
164,2025-06-13,2025,6,Junio,2,13,Viernes,24
165,2025-06-14,2025,6,Junio,2,14,Sábado,24
166,2025-06-15,2025,6,Junio,2,15,Domingo,24
167,2025-06-16,2025,6,Junio,2,16,Lunes,25
168,2025-06-17,2025,6,Junio,2,17,Martes,25
169,2025-06-18,2025,6,Junio,2,18,Miércoles,25
170,2025-06-19,2025,6,Junio,2,19,Jueves,25
171,2025-06-20,2025,6,Junio,2,20,Viernes,25
172,2025-06-21,2025,6,Junio,2,21,Sábado,25
173,2025-06-22,2025,6,Junio,2,22,Domingo,25
174,2025-06-23,2025,6,Junio,2,23,Lunes,26
175,2025-06-24,2025,6,Junio,2,24,Martes,26
176,2025-06-25,2025,6,Junio,2,25,Miércoles,26
177,2025-06-26,2025,6,Junio,2,26,Jueves,26
178,2025-06-27,2025,6,Junio,2,27,Viernes,26
179,2025-06-28,2025,6,Junio,2,28,Sábado,26
180,2025-06-29,2025,6,Junio,2,29,Domingo,26
181,2025-06-30,2025,6,Junio,2,30,Lunes,27
182,2025-07-01,2025,7,Julio,3,1,Martes,27
183,2025-07-02,2025,7,Julio,3,2,Miércoles,27
184,2025-07-03,2025,7,Julio,3,3,Jueves,27
185,2025-07-04,2025,7,Julio,3,4,Viernes,27
186,2025-07-05,2025,7,Julio,3,5,Sábado,27
187,2025-07-06,2025,7,Julio,3,6,Domingo,27
188,2025-07-07,2025,7,Julio,3,7,Lunes,28
189,2025-07-08,2025,7,Julio,3,8,Martes,28
190,2025-07-09,2025,7,Julio,3,9,Miércoles,28
191,2025-07-10,2025,7,Julio,3,10,Jueves,28
192,2025-07-11,2025,7,Julio,3,11,Viernes,28
193,2025-07-12,2025,7,Julio,3,12,Sábado,28
194,2025-07-13,2025,7,Julio,3,13,Domingo,28
195,2025-07-14,2025,7,Julio,3,14,Lunes,29
196,2025-07-15,2025,7,Julio,3,15,Martes,29
197,2025-07-16,2025,7,Julio,3,16,Miércoles,29
198,2025-07-17,2025,7,Julio,3,17,Jueves,29
199,2025-07-18,2025,7,Julio,3,18,Viernes,29
200,2025-07-19,2025,7,Julio,3,19,Sábado,29
201,2025-07-20,2025,7,Julio,3,20,Domingo,29
202,2025-07-21,2025,7,Julio,3,21,Lunes,30
203,2025-07-22,2025,7,Julio,3,22,Martes,30
204,2025-07-23,2025,7,Julio,3,23,Miércoles,30
205,2025-07-24,2025,7,Julio,3,24,Jueves,30
206,2025-07-25,2025,7,Julio,3,25,Viernes,30
207,2025-07-26,2025,7,Julio,3,26,Sábado,30
208,2025-07-27,2025,7,Julio,3,27,Domingo,30
209,2025-07-28,2025,7,Julio,3,28,Lunes,31
210,2025-07-29,2025,7,Julio,3,29,Martes,31
211,2025-07-30,2025,7,Julio,3,30,Miércoles,31
212,2025-07-31,2025,7,Julio,3,31,Jueves,31
213,2025-08-01,2025,8,Agosto,3,1,Viernes,31
214,2025-08-02,2025,8,Agosto,3,2,Sábado,31
215,2025-08-03,2025,8,Agosto,3,3,Domingo,31
216,2025-08-04,2025,8,Agosto,3,4,Lunes,32
217,2025-08-05,2025,8,Agosto,3,5,Martes,32
218,2025-08-06,2025,8,Agosto,3,6,Miércoles,32
219,2025-08-07,2025,8,Agosto,3,7,Jueves,32
220,2025-08-08,2025,8,Agosto,3,8,Viernes,32
221,2025-08-09,2025,8,Agosto,3,9,Sábado,32
222,2025-08-10,2025,8,Agosto,3,10,Domingo,32
223,2025-08-11,2025,8,Agosto,3,11,Lunes,33
224,2025-08-12,2025,8,Agosto,3,12,Martes,33
225,2025-08-13,2025,8,Agosto,3,13,Miércoles,33
226,2025-08-14,2025,8,Agosto,3,14,Jueves,33
227,2025-08-15,2025,8,Agosto,3,15,Viernes,33
228,2025-08-16,2025,8,Agosto,3,16,Sábado,33
229,2025-08-17,2025,8,Agosto,3,17,Domingo,33
230,2025-08-18,2025,8,Agosto,3,18,Lunes,34
231,2025-08-19,2025,8,Agosto,3,19,Martes,34
232,2025-08-20,2025,8,Agosto,3,20,Miércoles,34
233,2025-08-21,2025,8,Agosto,3,21,Jueves,34
234,2025-08-22,2025,8,Agosto,3,22,Viernes,34
235,2025-08-23,2025,8,Agosto,3,23,Sábado,34
236,2025-08-24,2025,8,Agosto,3,24,Domingo,34
237,2025-08-25,2025,8,Agosto,3,25,Lunes,35
238,2025-08-26,2025,8,Agosto,3,26,Martes,35
239,2025-08-27,2025,8,Agosto,3,27,Miércoles,35
240,2025-08-28,2025,8,Agosto,3,28,Jueves,35
241,2025-08-29,2025,8,Agosto,3,29,Viernes,35
242,2025-08-30,2025,8,Agosto,3,30,Sábado,35
243,2025-08-31,2025,8,Agosto,3,31,Domingo,35
244,2025-09-01,2025,9,Septiembre,3,1,Lunes,36
245,2025-09-02,2025,9,Septiembre,3,2,Martes,36
246,2025-09-03,2025,9,Septiembre,3,3,Miércoles,36
247,2025-09-04,2025,9,Septiembre,3,4,Jueves,36
248,2025-09-05,2025,9,Septiembre,3,5,Viernes,36
249,2025-09-06,2025,9,Septiembre,3,6,Sábado,36
250,2025-09-07,2025,9,Septiembre,3,7,Domingo,36
251,2025-09-08,2025,9,Septiembre,3,8,Lunes,37
252,2025-09-09,2025,9,Septiembre,3,9,Martes,37
253,2025-09-10,2025,9,Septiembre,3,10,Miércoles,37
254,2025-09-11,2025,9,Septiembre,3,11,Jueves,37
255,2025-09-12,2025,9,Septiembre,3,12,Viernes,37
256,2025-09-13,2025,9,Septiembre,3,13,Sábado,37
257,2025-09-14,2025,9,Septiembre,3,14,Domingo,37
258,2025-09-15,2025,9,Septiembre,3,15,Lunes,38
259,2025-09-16,2025,9,Septiembre,3,16,Martes,38
260,2025-09-17,2025,9,Septiembre,3,17,Miércoles,38
261,2025-09-18,2025,9,Septiembre,3,18,Jueves,38
262,2025-09-19,2025,9,Septiembre,3,19,Viernes,38
263,2025-09-20,2025,9,Septiembre,3,20,Sábado,38
264,2025-09-21,2025,9,Septiembre,3,21,Domingo,38
265,2025-09-22,2025,9,Septiembre,3,22,Lunes,39
266,2025-09-23,2025,9,Septiembre,3,23,Martes,39
267,2025-09-24,2025,9,Septiembre,3,24,Miércoles,39
268,2025-09-25,2025,9,Septiembre,3,25,Jueves,39
269,2025-09-26,2025,9,Septiembre,3,26,Viernes,39
270,2025-09-27,2025,9,Septiembre,3,27,Sábado,39
271,2025-09-28,2025,9,Septiembre,3,28,Domingo,39
272,2025-09-29,2025,9,Septiembre,3,29,Lunes,40
273,2025-09-30,2025,9,Septiembre,3,30,Martes,40
274,2025-10-01,2025,10,Octubre,4,1,Miércoles,40
275,2025-10-02,2025,10,Octubre,4,2,Jueves,40
276,2025-10-03,2025,10,Octubre,4,3,Viernes,40
277,2025-10-04,2025,10,Octubre,4,4,Sábado,40
278,2025-10-05,2025,10,Octubre,4,5,Domingo,40
279,2025-10-06,2025,10,Octubre,4,6,Lunes,41
280,2025-10-07,2025,10,Octubre,4,7,Martes,41
281,2025-10-08,2025,10,Octubre,4,8,Miércoles,41
282,2025-10-09,2025,10,Octubre,4,9,Jueves,41
283,2025-10-10,2025,10,Octubre,4,10,Viernes,41
284,2025-10-11,2025,10,Octubre,4,11,Sábado,41
285,2025-10-12,2025,10,Octubre,4,12,Domingo,41
286,2025-10-13,2025,10,Octubre,4,13,Lunes,42
287,2025-10-14,2025,10,Octubre,4,14,Martes,42
288,2025-10-15,2025,10,Octubre,4,15,Miércoles,42
289,2025-10-16,2025,10,Octubre,4,16,Jueves,42
290,2025-10-17,2025,10,Octubre,4,17,Viernes,42
291,2025-10-18,2025,10,Octubre,4,18,Sábado,42
292,2025-10-19,2025,10,Octubre,4,19,Domingo,42
293,2025-10-20,2025,10,Octubre,4,20,Lunes,43
294,2025-10-21,2025,10,Octubre,4,21,Martes,43
295,2025-10-22,2025,10,Octubre,4,22,Miércoles,43
296,2025-10-23,2025,10,Octubre,4,23,Jueves,43
297,2025-10-24,2025,10,Octubre,4,24,Viernes,43
298,2025-10-25,2025,10,Octubre,4,25,Sábado,43
299,2025-10-26,2025,10,Octubre,4,26,Domingo,43
300,2025-10-27,2025,10,Octubre,4,27,Lunes,44
301,2025-10-28,2025,10,Octubre,4,28,Martes,44
302,2025-10-29,2025,10,Octubre,4,29,Miércoles,44
303,2025-10-30,2025,10,Octubre,4,30,Jueves,44
304,2025-10-31,2025,10,Octubre,4,31,Viernes,44
305,2025-11-01,2025,11,Noviembre,4,1,Sábado,44
306,2025-11-02,2025,11,Noviembre,4,2,Domingo,44
307,2025-11-03,2025,11,Noviembre,4,3,Lunes,45
308,2025-11-04,2025,11,Noviembre,4,4,Martes,45
309,2025-11-05,2025,11,Noviembre,4,5,Miércoles,45
310,2025-11-06,2025,11,Noviembre,4,6,Jueves,45
311,2025-11-07,2025,11,Noviembre,4,7,Viernes,45
312,2025-11-08,2025,11,Noviembre,4,8,Sábado,45
313,2025-11-09,2025,11,Noviembre,4,9,Domingo,45
314,2025-11-10,2025,11,Noviembre,4,10,Lunes,46
315,2025-11-11,2025,11,Noviembre,4,11,Martes,46
316,2025-11-12,2025,11,Noviembre,4,12,Miércoles,46
317,2025-11-13,2025,11,Noviembre,4,13,Jueves,46
318,2025-11-14,2025,11,Noviembre,4,14,Viernes,46
319,2025-11-15,2025,11,Noviembre,4,15,Sábado,46
320,2025-11-16,2025,11,Noviembre,4,16,Domingo,46
321,2025-11-17,2025,11,Noviembre,4,17,Lunes,47
322,2025-11-18,2025,11,Noviembre,4,18,Martes,47
323,2025-11-19,2025,11,Noviembre,4,19,Miércoles,47
324,2025-11-20,2025,11,Noviembre,4,20,Jueves,47
325,2025-11-21,2025,11,Noviembre,4,21,Viernes,47
326,2025-11-22,2025,11,Noviembre,4,22,Sábado,47
327,2025-11-23,2025,11,Noviembre,4,23,Domingo,47
328,2025-11-24,2025,11,Noviembre,4,24,Lunes,48
329,2025-11-25,2025,11,Noviembre,4,25,Martes,48
330,2025-11-26,2025,11,Noviembre,4,26,Miércoles,48
331,2025-11-27,2025,11,Noviembre,4,27,Jueves,48
332,2025-11-28,2025,11,Noviembre,4,28,Viernes,48
333,2025-11-29,2025,11,Noviembre,4,29,Sábado,48
334,2025-11-30,2025,11,Noviembre,4,30,Domingo,48
335,2025-12-01,2025,12,Diciembre,4,1,Lunes,49
336,2025-12-02,2025,12,Diciembre,4,2,Martes,49
337,2025-12-03,2025,12,Diciembre,4,3,Miércoles,49
338,2025-12-04,2025,12,Diciembre,4,4,Jueves,49
339,2025-12-05,2025,12,Diciembre,4,5,Viernes,49
340,2025-12-06,2025,12,Diciembre,4,6,Sábado,49
341,2025-12-07,2025,12,Diciembre,4,7,Domingo,49
342,2025-12-08,2025,12,Diciembre,4,8,Lunes,50
343,2025-12-09,2025,12,Diciembre,4,9,Martes,50
344,2025-12-10,2025,12,Diciembre,4,10,Miércoles,50
345,2025-12-11,2025,12,Diciembre,4,11,Jueves,50
346,2025-12-12,2025,12,Diciembre,4,12,Viernes,50
347,2025-12-13,2025,12,Diciembre,4,13,Sábado,50
348,2025-12-14,2025,12,Diciembre,4,14,Domingo,50
349,2025-12-15,2025,12,Diciembre,4,15,Lunes,51
350,2025-12-16,2025,12,Diciembre,4,16,Martes,51
351,2025-12-17,2025,12,Diciembre,4,17,Miércoles,51
352,2025-12-18,2025,12,Diciembre,4,18,Jueves,51
353,2025-12-19,2025,12,Diciembre,4,19,Viernes,51
354,2025-12-20,2025,12,Diciembre,4,20,Sábado,51
355,2025-12-21,2025,12,Diciembre,4,21,Domingo,51
356,2025-12-22,2025,12,Diciembre,4,22,Lunes,52
357,2025-12-23,2025,12,Diciembre,4,23,Martes,52
358,2025-12-24,2025,12,Diciembre,4,24,Miércoles,52
359,2025-12-25,2025,12,Diciembre,4,25,Jueves,52
360,2025-12-26,2025,12,Diciembre,4,26,Viernes,52
361,2025-12-27,2025,12,Diciembre,4,27,Sábado,52
362,2025-12-28,2025,12,Diciembre,4,28,Domingo,52
363,2025-12-29,2025,12,Diciembre,4,29,Lunes,1
364,2025-12-30,2025,12,Diciembre,4,30,Martes,1
365,2025-12-31,2025,12,Diciembre,4,31,Miércoles,1
