ConversationID,ClienteID,FechaID,CanalID,ServicioID,IntencionID,DuracionMinutos,TuvoError,EstadoConversacion,Convertido,Satisfaccion
98,1823,335,4,5,1,8,False,Finalizada,True,4
99,333,32,5,5,7,15,False,Finalizada,True,5
100,210,183,3,3,6,6,False,Finalizada,False,3
101,1900,79,5,3,5,4,False,Finalizada,True,5
102,541,186,5,3,4,13,False,Abandonada,False,1
103,1226,237,5,2,1,8,False,Finalizada,True,4
104,207,171,4,4,3,4,False,Abandonada,False,1
105,78,41,5,1,2,2,False,Finalizada,False,5
106,1141,298,4,5,6,4,False,Finalizada,True,5
107,1608,358,5,4,3,5,False,Finalizada,True,5
108,581,181,5,4,7,15,False,Finalizada,True,5
109,684,223,5,4,2,4,True,Finalizada,False,3
110,1622,75,2,5,2,4,False,Finalizada,False,5
111,778,126,5,3,1,7,False,Finalizada,True,5
112,195,159,5,5,5,6,False,Finalizada,True,5
113,752,248,5,4,2,4,True,Finalizada,True,2
114,1642,41,5,1,1,5,False,Finalizada,True,4
115,1617,295,5,3,2,2,False,Abandonada,False,2
116,1822,312,4,4,3,5,False,Finalizada,True,5
117,1856,48,5,5,7,15,True,Abandonada,False,1
118,1567,327,5,3,7,11,False,Finalizada,False,4
119,326,134,1,2,5,7,False,Abandonada,False,1
120,440,187,5,2,3,3,False,Finalizada,True,5
121,416,26,4,4,5,5,False,Abandonada,False,2
122,923,100,5,3,4,10,False,Abandonada,False,2
123,313,12,5,4,3,4,False,Finalizada,True,5
124,474,157,5,1,2,3,False,Abandonada,False,1
125,1128,73,1,4,4,10,False,Finalizada,False,4
126,1546,15,5,3,2,4,False,Finalizada,True,5
127,464,45,4,2,3,3,False,Finalizada,True,4
128,591,117,2,3,4,12,True,Finalizada,True,1
129,139,162,5,5,2,3,False,Finalizada,True,5
130,1995,322,5,3,5,6,False,Finalizada,True,5
131,797,293,1,2,1,5,False,Finalizada,True,5
132,935,330,2,4,3,3,False,Finalizada,False,4
133,862,276,2,5,7,13,False,Abandonada,False,2
134,1518,139,4,1,4,11,False,Finalizada,False,3
135,1964,341,5,4,1,5,True,Finalizada,True,3
136,1422,253,5,2,5,6,False,Abandonada,False,1
137,1965,283,2,2,3,3,False,Finalizada,False,5
138,936,269,5,4,6,5,False,Finalizada,True,5
139,549,282,4,3,6,6,False,Abandonada,False,1
140,487,260,1,4,5,4,False,Finalizada,False,3
141,645,115,5,2,2,3,False,Finalizada,False,3
142,1366,65,2,5,1,5,False,Finalizada,False,4
143,1947,164,1,3,1,7,True,Finalizada,True,2
144,288,325,5,1,5,4,True,Finalizada,False,3
145,571,316,5,3,1,8,True,Finalizada,False,1
146,747,111,4,2,3,4,False,Finalizada,True,5
147,1945,331,5,3,2,4,True,Abandonada,False,2
148,1220,90,1,1,6,6,False,Abandonada,False,2
149,522,31,5,4,1,7,False,Finalizada,False,3
150,1908,118,5,2,6,5,False,Finalizada,False,3
151,1426,308,5,4,2,2,False,Finalizada,True,4
152,806,15,4,5,7,17,False,Finalizada,True,5
153,651,278,2,5,2,4,False,Abandonada,False,1
154,1702,243,1,2,1,6,False,Finalizada,False,4
155,620,165,4,3,3,3,True,Finalizada,False,1
156,537,293,1,3,6,6,False,Finalizada,False,3
157,1953,260,5,3,4,10,False,Finalizada,False,3
158,1345,264,4,3,1,5,False,Finalizada,True,5
159,537,329,5,5,7,18,False,Finalizada,True,4
160,1267,252,5,2,6,6,False,Finalizada,True,5
161,1130,165,5,5,4,12,True,Finalizada,True,2
162,731,43,2,5,6,6,False,Finalizada,False,3
163,450,40,5,5,5,5,False,Finalizada,False,4
164,1347,303,4,1,1,7,False,Finalizada,True,5
165,187,264,4,1,1,5,False,Finalizada,False,4
166,429,198,4,1,4,8,True,Abandonada,False,1
167,1713,264,5,3,1,7,False,Abandonada,False,1
168,1875,226,2,4,2,3,False,Finalizada,False,5
169,1322,73,3,5,5,7,False,Finalizada,False,3
170,156,243,5,2,1,8,False,Finalizada,True,4
171,1565,304,2,1,1,5,False,Finalizada,True,5
172,452,347,2,1,1,7,False,Finalizada,False,3
173,1782,118,4,5,5,7,False,Finalizada,True,4
174,1377,244,3,2,5,7,False,Finalizada,True,5
175,566,136,5,3,4,14,False,Finalizada,False,4
176,457,293,2,3,3,4,False,Abandonada,False,1
177,1656,120,5,4,4,13,False,Finalizada,False,3
178,413,86,5,5,4,15,False,Finalizada,True,5
179,1504,139,5,4,4,13,True,Finalizada,True,3
180,1153,277,5,1,4,12,False,Finalizada,True,4
181,551,39,1,3,3,5,False,Finalizada,True,5
182,370,189,5,2,7,10,False,Finalizada,True,5
183,1695,168,4,2,5,7,False,Finalizada,True,5
184,286,286,1,2,7,15,True,Finalizada,False,2
185,1025,104,1,3,7,11,True,Finalizada,False,2
186,625,81,4,2,3,3,False,Finalizada,True,5
187,451,153,1,5,6,5,False,Finalizada,False,3
188,1179,37,4,5,1,5,False,Finalizada,True,4
189,1135,337,5,2,3,5,False,Abandonada,False,1
190,92,20,1,3,6,4,True,Finalizada,False,2
191,1455,230,1,5,2,4,False,Finalizada,True,5
192,1170,118,5,4,4,11,False,Finalizada,False,5
193,559,212,4,5,6,5,False,Finalizada,True,5
194,1143,25,5,5,4,15,False,Finalizada,True,5
195,1864,63,5,5,5,6,True,Finalizada,False,3
196,89,211,2,3,2,4,False,Finalizada,False,4
197,96,58,5,5,5,6,False,Finalizada,True,5
198,1031,63,5,2,5,6,False,Finalizada,False,3
199,1164,75,3,1,2,3,False,Finalizada,False,3
200,1542,158,5,3,7,15,True,Finalizada,True,2
201,803,122,2,3,3,3,False,Abandonada,False,2
202,1984,100,5,3,2,4,False,Finalizada,True,5
203,1348,251,5,1,5,4,False,Finalizada,False,4
204,1428,303,2,1,3,4,False,Finalizada,False,4
205,382,133,5,3,4,14,True,Finalizada,True,1
206,1382,156,4,2,7,16,False,Finalizada,False,3
207,1872,177,5,1,1,6,False,Finalizada,True,5
208,1917,158,4,4,2,4,False,Finalizada,False,5
209,1267,270,1,2,4,8,True,Finalizada,True,3
210,1135,124,4,2,3,3,False,Finalizada,True,5
211,420,57,5,5,3,3,False,Finalizada,True,5
212,42,188,4,5,6,6,False,Finalizada,False,4
213,464,90,5,4,4,9,False,Finalizada,False,3
214,1940,340,5,4,4,8,False,Abandonada,False,2
215,295,183,5,1,3,5,False,Finalizada,False,5
216,1474,66,1,1,3,3,False,Abandonada,False,1
217,1110,315,4,3,6,6,False,Finalizada,False,4
218,517,101,4,3,6,5,False,Finalizada,False,3
219,528,219,5,3,3,5,False,Finalizada,True,5
220,813,257,5,4,4,10,False,Abandonada,False,2
221,479,163,2,5,4,12,True,Abandonada,False,1
222,1548,116,4,3,6,5,False,Abandonada,False,2
223,1252,59,5,5,6,5,False,Abandonada,False,2
224,1975,218,5,1,7,12,False,Finalizada,False,5
225,1702,74,4,3,3,5,False,Finalizada,True,5
226,501,273,5,2,4,8,False,Finalizada,False,4
227,315,251,4,4,3,3,False,Abandonada,False,1
228,339,357,2,4,1,5,False,Finalizada,False,3
229,1119,24,5,4,6,4,False,Finalizada,False,4
230,955,146,4,5,7,10,True,Finalizada,False,1
231,156,54,1,3,2,3,False,Finalizada,False,4
232,440,46,4,1,6,4,False,Finalizada,True,5
233,1656,164,1,2,3,3,False,Finalizada,False,3
234,1873,165,5,2,2,4,False,Finalizada,True,5
235,75,191,5,1,6,6,False,Abandonada,False,1
236,173,224,3,3,6,4,False,Abandonada,False,1
237,1554,243,3,1,7,13,False,Abandonada,False,2
238,263,213,5,1,2,4,False,Finalizada,True,5
239,1593,51,4,4,3,3,False,Finalizada,False,4
240,1165,348,1,3,6,4,False,Abandonada,False,1
241,1023,301,5,3,1,7,False,Finalizada,True,4
242,285,131,4,2,4,14,True,Finalizada,False,3
243,674,199,5,2,4,8,False,Abandonada,False,1
244,1934,161,5,3,5,7,False,Finalizada,True,5
245,23,257,2,3,3,3,False,Finalizada,False,4
246,593,6,5,5,5,5,False,Finalizada,False,5
247,86,88,4,5,1,5,False,Abandonada,False,2
248,26,110,5,5,3,4,False,Abandonada,False,2
249,1394,10,5,1,5,5,False,Finalizada,True,5
250,687,52,4,5,3,3,False,Finalizada,False,3
251,737,243,4,1,1,8,False,Finalizada,True,4
252,665,324,5,3,5,4,False,Finalizada,True,5
253,1060,182,5,2,7,18,True,Abandonada,False,2
254,667,165,5,1,6,6,False,Finalizada,True,5
255,877,33,1,4,3,4,False,Finalizada,True,5
256,429,90,2,5,5,6,False,Finalizada,False,3
257,1787,300,4,4,3,5,False,Finalizada,False,3
258,1247,145,2,1,7,14,True,Finalizada,True,1
259,1823,78,4,2,5,6,False,Finalizada,True,4
260,1900,352,5,4,4,9,False,Abandonada,False,1
261,1676,130,5,5,2,3,False,Finalizada,False,4
262,292,196,4,1,2,3,False,Finalizada,True,5
263,1049,207,4,1,1,6,False,Finalizada,False,3
264,1563,358,5,3,1,5,True,Abandonada,False,1
265,1862,317,5,3,7,12,True,Abandonada,False,1
266,1032,259,2,2,2,2,False,Finalizada,False,5
267,1038,17,2,4,1,6,False,Finalizada,False,5
268,464,262,5,1,6,6,False,Finalizada,False,4
269,1345,70,2,3,1,6,False,Abandonada,False,2
270,1242,348,1,2,2,4,False,Finalizada,True,5
271,1887,356,1,3,5,6,False,Finalizada,False,5
272,634,213,2,1,2,2,False,Finalizada,False,4
273,257,306,5,1,1,8,False,Finalizada,True,4
274,1411,76,5,5,4,15,False,Abandonada,False,2
275,1539,109,5,1,1,6,False,Finalizada,True,5
276,876,212,5,5,6,5,True,Abandonada,False,1
277,982,260,4,2,2,4,False,Finalizada,True,5
278,1797,100,4,5,7,12,True,Abandonada,False,1
279,1632,275,5,2,3,4,False,Finalizada,False,3
280,103,72,5,4,6,5,False,Finalizada,False,5
281,1893,247,2,4,7,18,False,Finalizada,True,5
282,1216,356,5,5,6,4,False,Finalizada,True,5
283,283,1,2,3,5,5,False,Finalizada,False,4
284,548,344,4,4,6,6,False,Finalizada,True,5
285,122,208,3,1,5,6,False,Abandonada,False,1
286,148,336,5,2,2,3,False,Abandonada,False,1
287,775,41,5,5,5,6,False,Finalizada,False,3
288,36,262,4,3,2,2,False,Finalizada,False,3
289,78,258,2,4,5,4,False,Finalizada,True,5
290,1704,211,4,4,4,13,True,Finalizada,True,2
291,126,36,1,4,1,6,False,Finalizada,False,5
292,489,190,5,5,6,4,False,Finalizada,False,4
293,1696,214,4,5,7,12,False,Finalizada,False,4
294,1623,64,5,5,1,8,False,Finalizada,True,5
295,1139,332,5,2,1,8,False,Abandonada,False,1
296,1126,343,5,4,5,6,False,Finalizada,True,5
297,1934,207,2,5,3,4,False,Finalizada,False,3
298,1143,264,4,2,7,12,False,Finalizada,True,5
299,1287,352,5,1,5,6,False,Finalizada,True,5
300,1785,298,5,4,4,11,False,Finalizada,False,3
301,1537,252,2,1,1,5,False,Finalizada,False,3
302,321,92,5,2,6,6,False,Finalizada,False,5
303,1833,191,5,3,4,14,True,Finalizada,True,1
304,74,97,4,3,1,6,False,Abandonada,False,2
305,1353,191,5,5,5,7,False,Finalizada,False,4
306,1197,160,5,1,4,10,False,Finalizada,True,5
307,1675,321,4,4,3,5,False,Finalizada,True,4
308,1936,262,5,5,2,3,False,Finalizada,False,4
309,1730,69,4,1,1,7,False,Finalizada,False,3
310,1354,268,5,2,3,4,False,Finalizada,False,5
311,798,234,2,2,1,6,False,Abandonada,False,1
312,1626,89,5,2,4,8,False,Finalizada,True,5
313,537,344,1,5,5,6,False,Finalizada,False,3
314,168,230,5,1,3,3,False,Finalizada,False,5
315,558,131,5,1,3,3,False,Finalizada,True,4
316,1580,215,5,4,4,14,True,Finalizada,False,2
317,654,139,1,3,2,3,False,Abandonada,False,1
318,1879,43,5,2,7,15,False,Abandonada,False,1
319,851,207,1,5,5,7,False,Finalizada,True,5
320,621,98,5,2,4,12,False,Abandonada,False,1
321,165,48,4,4,1,7,False,Abandonada,False,1
322,612,262,1,5,5,6,True,Abandonada,False,1
323,1537,241,4,1,7,16,True,Finalizada,True,2
324,313,152,1,5,6,6,False,Finalizada,True,5
325,1437,206,5,2,6,6,False,Finalizada,True,5
326,162,183,5,1,1,5,False,Finalizada,True,5
327,32,41,5,5,7,15,False,Finalizada,False,5
328,1386,43,5,5,7,14,True,Finalizada,False,2
329,1664,172,5,1,5,6,False,Abandonada,False,1
330,292,47,4,3,3,5,False,Finalizada,False,3
331,173,325,5,1,5,4,False,Finalizada,True,4
332,1210,213,4,2,5,7,True,Finalizada,True,3
333,456,309,1,5,4,12,True,Finalizada,False,3
334,577,352,5,2,4,9,False,Finalizada,True,4
335,566,312,5,2,4,13,False,Finalizada,True,5
336,565,255,4,5,1,6,False,Abandonada,False,1
337,1078,30,4,2,7,14,False,Finalizada,False,3
338,782,359,4,2,1,8,False,Abandonada,False,1
339,860,260,2,1,7,10,False,Finalizada,False,4
340,497,178,5,2,5,5,True,Finalizada,True,1
341,1399,292,5,4,2,2,False,Finalizada,True,4
342,532,191,3,4,6,4,False,Finalizada,False,5
343,1626,154,5,4,5,4,False,Finalizada,True,4
344,133,175,4,5,2,2,False,Finalizada,True,4
345,1502,188,1,3,5,4,False,Finalizada,True,4
346,965,42,5,4,4,14,False,Finalizada,True,5
347,1651,364,5,4,5,6,False,Finalizada,False,3
348,1523,23,3,2,2,2,False,Finalizada,False,3
349,523,177,5,2,2,3,False,Abandonada,False,1
350,197,215,4,1,7,18,False,Abandonada,False,1
351,1358,233,4,3,5,6,False,Finalizada,True,5
352,645,219,5,1,4,14,False,Finalizada,True,5
353,1381,204,5,3,6,6,False,Finalizada,True,5
354,1484,214,3,5,4,13,False,Finalizada,False,3
355,1337,109,2,2,7,16,False,Finalizada,False,4
356,1485,105,5,2,2,2,False,Finalizada,True,4
357,1497,205,4,5,6,6,False,Finalizada,False,4
358,1491,315,5,2,7,18,False,Finalizada,True,5
359,680,235,5,1,5,4,False,Finalizada,True,5
360,682,58,5,4,7,18,False,Finalizada,True,5
361,530,236,1,4,2,3,False,Finalizada,False,4
362,165,249,4,3,4,10,False,Finalizada,False,3
363,757,287,1,3,4,12,False,Finalizada,False,3
364,108,3,5,2,2,4,False,Abandonada,False,2
365,372,234,1,3,2,2,False,Finalizada,True,5
366,1094,331,1,5,6,4,False,Finalizada,False,3
367,277,199,2,1,2,3,False,Abandonada,False,1
368,1788,226,2,4,4,8,False,Finalizada,False,3
369,1272,323,1,5,6,4,False,Finalizada,False,4
370,1941,212,1,3,6,5,False,Finalizada,False,5
371,1561,52,5,2,1,5,False,Finalizada,False,5
372,309,319,4,1,4,15,False,Finalizada,False,3
373,1696,171,2,4,7,13,True,Finalizada,False,2
374,1732,342,5,2,2,3,False,Finalizada,False,3
375,159,81,5,5,7,11,False,Finalizada,False,4
376,1761,287,5,5,2,4,False,Finalizada,False,4
377,1771,44,4,2,7,14,True,Abandonada,False,1
378,847,344,4,3,7,15,False,Finalizada,False,4
379,1582,250,5,3,5,4,False,Abandonada,False,2
380,284,279,3,2,4,9,False,Abandonada,False,1
381,177,218,5,3,7,15,False,Finalizada,True,5
382,432,341,1,2,1,5,False,Finalizada,False,3
383,200,124,5,2,1,5,False,Finalizada,False,4
384,67,233,5,5,7,10,False,Finalizada,True,5
385,451,147,1,1,7,15,False,Finalizada,False,4
386,1712,205,5,1,1,5,False,Finalizada,True,5
387,1242,135,5,5,6,4,False,Finalizada,True,4
388,194,140,5,4,1,5,False,Finalizada,True,4
389,883,302,5,2,5,7,False,Abandonada,False,2
390,1296,60,5,3,7,18,False,Finalizada,True,5
391,55,221,2,4,7,14,False,Abandonada,False,2
392,1633,198,1,3,5,4,False,Finalizada,False,3
393,1748,259,5,3,3,4,False,Finalizada,True,5
394,66,43,5,1,7,15,False,Finalizada,False,4
395,1567,106,5,5,6,6,False,Finalizada,False,5
396,1129,9,5,4,7,17,False,Finalizada,False,3
397,536,20,5,1,2,3,False,Abandonada,False,2
398,1149,98,2,5,2,2,False,Finalizada,False,4
399,1025,15,4,1,4,12,False,Finalizada,False,4
400,1891,297,5,2,2,3,False,Finalizada,True,4
401,1548,315,5,3,3,3,False,Finalizada,True,5
402,1286,300,2,3,5,7,False,Finalizada,False,4
403,613,108,3,5,1,8,False,Finalizada,False,3
404,405,120,1,5,7,11,False,Finalizada,False,4
405,1030,251,4,5,3,4,False,Finalizada,True,5
406,668,309,5,2,2,4,False,Finalizada,False,3
407,1567,331,5,2,6,6,False,Abandonada,False,1
408,522,153,4,2,1,5,False,Finalizada,True,5
409,334,185,5,3,4,13,True,Abandonada,False,2
410,57,49,5,4,1,8,False,Finalizada,True,5
411,989,11,5,1,6,4,False,Finalizada,False,5
412,1714,323,4,3,7,14,False,Finalizada,False,4
413,1855,167,3,1,2,4,False,Finalizada,False,3
414,1010,228,5,2,3,4,False,Finalizada,True,4
415,1676,218,3,4,1,6,True,Finalizada,False,1
416,997,67,5,4,7,17,False,Finalizada,False,3
417,1422,212,5,5,2,4,False,Finalizada,True,5
418,321,73,1,1,6,4,False,Finalizada,True,5
419,1546,68,5,2,4,14,False,Finalizada,True,5
420,75,117,4,1,2,3,False,Finalizada,True,5
421,3,154,2,1,3,3,False,Abandonada,False,2
422,193,288,5,1,7,15,True,Finalizada,False,1
423,1973,148,2,1,7,16,False,Finalizada,True,5
424,1307,223,5,1,6,5,False,Abandonada,False,2
425,1482,241,2,4,2,2,False,Finalizada,True,5
426,113,108,2,2,7,18,True,Abandonada,False,1
427,1808,151,5,1,5,7,True,Finalizada,False,1
428,1602,244,5,2,4,13,False,Finalizada,False,3
429,469,335,4,1,4,8,False,Finalizada,True,4
430,1604,104,1,1,4,8,True,Finalizada,True,1
431,1344,275,2,3,1,5,True,Abandonada,False,1
432,1594,363,3,4,4,10,False,Finalizada,False,5
433,1919,130,4,2,2,4,False,Finalizada,True,5
434,654,79,5,4,4,13,True,Finalizada,True,2
435,1823,3,3,4,3,5,False,Finalizada,False,4
436,564,223,2,1,2,3,False,Finalizada,True,5
437,31,78,2,3,4,13,False,Abandonada,False,2
438,935,145,5,3,2,3,False,Abandonada,False,1
439,1821,191,5,3,4,12,False,Finalizada,True,5
440,291,108,4,3,5,5,False,Finalizada,True,5
441,222,227,5,4,3,4,False,Finalizada,False,3
442,368,54,5,2,7,13,True,Abandonada,False,1
443,324,355,4,1,6,5,False,Finalizada,False,3
444,1656,181,2,5,3,4,False,Finalizada,False,3
445,1852,54,2,2,6,4,False,Finalizada,False,3
446,1891,224,4,5,2,4,False,Finalizada,False,3
447,58,30,5,2,1,7,False,Finalizada,True,5
448,1,299,5,5,7,13,False,Finalizada,True,5
449,1209,189,3,1,7,11,False,Finalizada,False,3
450,365,157,5,5,1,5,False,Abandonada,False,2
451,1156,144,5,4,5,7,False,Abandonada,False,2
452,378,212,4,5,6,5,False,Abandonada,False,1
453,85,228,5,3,6,5,False,Abandonada,False,1
454,362,17,2,4,2,2,False,Finalizada,False,5
455,124,92,5,5,4,15,False,Abandonada,False,2
456,252,338,5,4,3,5,False,Finalizada,False,4
457,1104,252,5,5,6,5,False,Finalizada,False,3
458,1280,295,2,1,5,4,False,Finalizada,True,5
459,949,114,2,5,2,3,False,Finalizada,True,5
460,1105,3,2,5,5,6,False,Finalizada,True,5
461,1100,212,5,3,3,4,False,Finalizada,False,5
462,1459,278,1,1,4,15,False,Finalizada,True,5
463,946,281,4,1,6,5,False,Finalizada,True,5
464,1847,309,4,1,5,7,False,Abandonada,False,1
465,1682,118,2,3,5,5,False,Abandonada,False,2
466,106,316,5,5,1,5,False,Finalizada,False,4
467,1887,356,5,5,4,12,False,Finalizada,False,3
468,487,168,2,3,1,8,False,Finalizada,True,5
469,694,256,5,2,4,9,False,Finalizada,True,5
470,395,106,5,3,4,13,True,Finalizada,True,1
471,95,275,4,1,6,5,False,Finalizada,False,5
472,709,74,5,3,5,6,False,Finalizada,False,4
473,230,261,5,4,6,4,False,Finalizada,True,4
474,36,360,5,4,5,6,False,Finalizada,False,3
475,662,266,2,3,2,3,True,Finalizada,False,2
476,1571,318,5,1,7,13,False,Finalizada,True,4
477,670,334,1,2,6,5,False,Finalizada,False,4
478,1873,261,5,1,2,2,False,Finalizada,True,5
479,1178,42,4,3,6,5,False,Finalizada,False,4
480,271,72,4,3,3,4,False,Finalizada,False,4
481,66,242,5,2,2,2,False,Finalizada,False,3
482,1747,306,5,2,1,6,False,Finalizada,True,5
483,1827,326,4,3,6,5,False,Finalizada,True,5
484,722,206,2,2,5,7,False,Finalizada,False,4
485,1088,281,4,4,5,5,False,Finalizada,False,5
486,1201,84,4,4,3,3,False,Finalizada,True,5
487,43,24,4,4,6,5,False,Finalizada,False,4
488,387,60,4,5,4,11,True,Finalizada,False,3
489,1076,313,2,5,2,3,False,Finalizada,False,4
490,687,118,1,3,2,3,True,Finalizada,True,1
491,224,29,2,4,2,3,False,Finalizada,True,5
492,299,319,5,1,1,8,False,Abandonada,False,2
493,1117,87,1,4,5,4,False,Finalizada,False,3
494,97,206,5,5,2,2,False,Abandonada,False,2
495,1886,182,4,5,3,5,False,Finalizada,True,5
496,1535,118,4,2,2,4,False,Finalizada,False,3
497,778,23,3,5,7,17,False,Abandonada,False,1
498,156,31,5,4,7,10,False,Finalizada,True,5
499,520,69,5,1,3,4,False,Finalizada,True,5
500,1106,25,2,3,4,11,True,Finalizada,False,1
501,1162,240,5,4,1,7,False,Abandonada,False,1
502,187,186,4,3,1,7,False,Finalizada,False,4
503,1678,283,5,1,5,6,False,Finalizada,False,4
504,1610,36,4,1,7,15,False,Finalizada,False,4
505,1198,48,2,4,1,5,False,Finalizada,False,4
506,104,30,1,1,7,15,True,Finalizada,False,3
507,669,261,5,3,3,3,False,Finalizada,True,5
508,888,120,1,2,1,8,False,Finalizada,True,5
509,917,127,1,5,1,5,False,Finalizada,False,3
510,946,253,5,5,4,11,True,Abandonada,False,1
511,1938,112,5,5,6,4,False,Finalizada,True,5
512,309,191,5,4,4,9,False,Finalizada,False,3
513,441,197,1,5,3,4,False,Abandonada,False,2
514,1481,269,1,3,6,5,False,Finalizada,True,5
515,540,324,4,4,1,8,False,Finalizada,True,5
516,1689,85,4,3,5,4,False,Finalizada,True,5
517,1493,205,1,4,5,5,False,Abandonada,False,2
518,724,127,5,2,1,5,False,Finalizada,False,3
519,950,117,1,1,6,4,False,Finalizada,False,5
520,902,5,1,2,1,7,False,Finalizada,False,4
521,1367,163,5,5,3,3,False,Finalizada,True,5
522,1976,222,5,1,2,4,False,Finalizada,True,5
523,84,38,5,1,2,2,False,Finalizada,True,5
